round,loss,microf1,macrof1,auroc,accuracy,exactmatch
2,0.3959545894924458,0.2480284521416422,0.16871818872054514,0.6490901062910949,89.16105737083761,26.331743413720858
3,0.35006430923159704,0.25870155517156257,0.15214523485897613,0.673752281135824,87.56965185218205,25.658627914233495
4,0.352912426563304,0.26638388123011664,0.17324613509664416,0.6911004672969071,87.88487623462883,29.719609503855928
5,0.330448513391996,0.26817144719687097,0.16626303410172763,0.6935021365998942,88.56149422725449,31.921722462443718
6,0.330448513391996,0.26817144719687097,0.16626303410172763,0.6935021365998942,88.56149422725449,31.921722462443718
7,0.33063678100677646,0.2579728644664512,0.17102393989244358,0.6915417385153307,88.52424043660169,31.676547942762895
8,0.33063678100677646,0.2579728644664512,0.17102393989244358,0.6915417385153307,88.52424043660169,31.676547942762895
9,0.33355063909210536,0.2626645879900073,0.17097368674515256,0.6998803395120267,87.50087562328459,29.839967904426512
10,0.33329344855484194,0.26765179281323326,0.16939126894934345,0.7042392089443613,87.97530423929032,31.2263183702581
11,0.34421697513934263,0.2656674774645872,0.1773365518163568,0.7100258011495155,86.9267851570709,28.007845584629788
12,0.34677196053177123,0.2621269927783077,0.1768929995799705,0.7069647071169413,86.20590838751583,26.287166228324345
13,0.3422864294103081,0.26305091812448966,0.18187234465332244,0.7073242744668623,86.49279441638912,27.263406588507998
14,0.324901934089447,0.2600818776281422,0.1793208449275722,0.7043897495089879,87.28181059790742,27.891944902598848
15,0.3266259240375258,0.26107784431137726,0.1851426098558379,0.704810152471839,87.03377040202253,27.32135692952347
16,0.32428867826531527,0.2634462623466738,0.17108313495715854,0.7094389431524168,87.62951264400023,30.9053626354032
17,0.3339358468423497,0.2633589747982662,0.166741425478131,0.7062852221384464,86.30939113932918,27.628939508759416
18,0.31293886654228215,0.2640555662743585,0.18673065947361436,0.701245508728162,87.85462743025263,30.68693442696028
19,0.31293886654228215,0.2640555662743585,0.18673065947361436,0.701245508728162,87.85462743025263,30.68693442696028
20,0.31293886654228215,0.2640555662743585,0.18673065947361436,0.701245508728162,87.85462743025263,30.68693442696028
21,0.31293886654228215,0.2640555662743585,0.18673065947361436,0.701245508728162,87.85462743025263,30.68693442696028
22,0.31293886654228215,0.2640555662743585,0.18673065947361436,0.701245508728162,87.85462743025263,30.68693442696028
23,0.31293886654228215,0.2640555662743585,0.18673065947361436,0.701245508728162,87.85462743025263,30.68693442696028
24,0.31293886654228215,0.2640555662743585,0.18673065947361436,0.701245508728162,87.85462743025263,30.68693442696028
25,0.32831031544844314,0.26553194488494203,0.18470865890615829,0.7041662456384822,86.72746145665505,29.795390719030003
